Startup Name,Amount_Cleaned,Amount_USD,Amount_INR_Numeric,Sector_Standardized,City,State_Standardized,Investors' Name,Funding_Stage,Date_Parsed,Year,Quarter,Month
Go Digit,₹23.07 Cr,$3.43M,230730751.82705504,Social Media,Hyderabad,Telangana,Ratan Tata,Pre-Series A,2016-11-16,2016,Q4,November
Redbus,₹12.85 Cr,$2.81M,128522390.77260028,E-Commerce,Delhi,Delhi,Ratan Tata,Seed,2010-09-18,2010,Q3,September
FreshToHome,₹16.73 Cr,$1.98M,167307609.85356602,Fintech,Gurgaon,Haryana,Matrix Partners India,Seed,2025-11-17,2025,Q4,November
Verloop.io,₹195.86 Cr,$26.65M,1958620118.9692206,Fintech,Nagpur,Maharashtra,Fireside Ventures,Series A,2021-01-26,2021,Q1,January
DailyHunt,₹108.17 Cr,$14.60M,1081748997.2372632,Fintech,Lucknow,Uttar Pradesh,"Vijay Shekhar Sharma, Chiratae Ventures",Series A,2020-12-12,2020,Q4,December
Flipkart Quick,₹50.85 Cr,$6.47M,508537552.8583684,SaaS,Gurgaon,Haryana,Kunal Shah,Series A,2022-03-21,2022,Q1,March
Blue Smart,₹4.27 Cr,$0.52M,42699326.8805735,Fintech,Indore,Madhya Pradesh,Sequoia Capital India,Seed,2023-12-22,2023,Q4,December
CarDekho,₹10.97 Cr,$1.71M,109666220.65748379,E-Commerce,Pune,Maharashtra,Accel India,Seed,2015-11-05,2015,Q4,November
Lenskart,₹1275.44 Cr,$208.99M,12754446061.388624,E-Commerce,Chennai,Tamil Nadu,"Blume Ventures, Coatue Management, Steadview Capital, KKR India",Series C,2014-06-11,2014,Q2,June
Ecom Express,₹95.05 Cr,$14.82M,950461819.9544206,E-Commerce,Chandigarh,Chandigarh,Deepinder Goyal,Series A,2015-07-10,2015,Q3,July
CityMall,₹60.12 Cr,$8.18M,601176910.03447,Healthtech,Kolkata,West Bengal,Matrix Partners India,Series A,2021-11-07,2021,Q4,November
BlackBuck,₹11.16 Cr,$1.71M,111647632.49021345,Foodtech,Delhi,Delhi,Ratan Tata,Pre-Series A,2017-01-02,2017,Q1,January
ShareChat,₹72.86 Cr,$9.27M,728581024.8467593,Fintech,Delhi,Delhi,Bhavish Aggarwal,Series A,2022-03-14,2022,Q1,March
Shadowfax,₹182.40 Cr,$26.67M,1824003264.8440235,SaaS,Hyderabad,Telangana,Peak XV Partners,Series B,2018-11-09,2018,Q4,November
FabHotels,₹195.36 Cr,$30.00M,1953600000.0000002,SaaS,Kolkata,West Bengal,Infosys Innovation Fund,Series A,2017-02-19,2017,Q1,February
Zetwerk,₹537.07 Cr,$78.53M,5370742256.753127,Foodtech,Hyderabad,Telangana,Flipkart Ventures,Series B,2018-12-01,2018,Q4,December
Vedantu,₹928.88 Cr,$135.82M,9288775410.55116,E-Commerce,Bangalore,Karnataka,"Coatue Management, Kedaara Capital",Series C,2018-06-30,2018,Q2,June
Ultraviolette,₹3.11 Cr,$0.40M,31051840.461403653,Fintech,Bangalore,Karnataka,Indian Angel Network,Seed,2022-05-26,2022,Q2,May
Delhivery,₹6.10 Cr,$0.94M,61049869.21091431,E-Commerce,Nagpur,Maharashtra,Fireside Ventures,Seed,2017-01-23,2017,Q1,January
BankBazaar,₹290.48 Cr,$54.36M,2904848828.6740613,E-Commerce,Gurgaon,Haryana,Alibaba,Series B,2012-04-29,2012,Q2,April
Chingari,₹54.32 Cr,$7.33M,543187841.7008681,Healthtech,Chennai,Tamil Nadu,SAIF Partners,Bridge,2020-11-22,2020,Q4,November
mCaffeine,₹95.77 Cr,$11.33M,957709716.6190182,Healthtech,Ahmedabad,Gujarat,Chiratae Ventures,Series A,2025-05-18,2025,Q2,May
Jar,₹236.80 Cr,$28.44M,2368029205.0754366,Healthtech,Gurgaon,Haryana,SAIF Partners,Series B,2024-05-23,2024,Q2,May
Jupiter,₹17.75 Cr,$2.52M,177514832.8031099,Foodtech,Coimbatore,Tamil Nadu,Peak XV Partners,Seed,2019-01-11,2019,Q1,January
Hike Messenger,₹7.22 Cr,$1.58M,72213835.84967658,E-Commerce,Gurgaon,Haryana,Mumbai Angels,Seed,2010-08-19,2010,Q3,August
Ather Energy,₹118.75 Cr,$18.24M,1187504331.7194684,E-Commerce,Bangalore,Karnataka,Kalaari Capital,Bridge,2017-03-18,2017,Q1,March
Dunzo Daily,₹6.98 Cr,$0.99M,69847247.18025167,SaaS,Delhi,Delhi,Ritesh Agarwal,Seed,2019-09-03,2019,Q3,September
PayTM,₹181.44 Cr,$27.00M,1814404315.2413538,Mobility,Chennai,Tamil Nadu,"Lightspeed Venture Partners, Peak XV Partners",Series A,2016-03-15,2016,Q1,March
Grofers,₹171.06 Cr,$25.01M,1710615487.5596952,E-Commerce,Bangalore,Karnataka,"SoftBank Vision Fund, Chiratae Ventures",Bridge,2018-08-06,2018,Q3,August
OfBusiness,₹215.77 Cr,$31.55M,2157657538.8291564,E-Commerce,Delhi,Delhi,SAIF Partners,Series B,2018-01-27,2018,Q1,January
Dream11,₹1477.20 Cr,$200.98M,14772013524.086174,Edtech,Gurgaon,Haryana,"Tencent, Steadview Capital",Series C,2021-01-23,2021,Q1,January
Khatabook,₹51.04 Cr,$6.13M,510379452.9532705,SaaS,Bangalore,Karnataka,Lightspeed India,Series A,2024-10-31,2024,Q4,October
boAt,₹32.71 Cr,$3.96M,327100565.4786673,Logistics,Chandigarh,Chandigarh,Lightspeed India,Series A,2023-10-25,2023,Q4,October
OLX India,₹435.79 Cr,$67.93M,4357894130.801572,E-Commerce,Lucknow,Uttar Pradesh,SAIF Partners,Debt,2015-08-16,2015,Q3,August
FreshToHome,₹96.04 Cr,$12.96M,960368846.3191367,Fintech,Kochi,Kerala,Chiratae Ventures,Series A,2020-04-27,2020,Q2,April
Udaan,₹82.97 Cr,$12.74M,829683322.3963264,Fintech,Bangalore,Karnataka,"Lightspeed India, Bhavish Aggarwal",Series A,2017-10-24,2017,Q4,October
BharatPe,₹430.88 Cr,$54.82M,4308824879.023242,Healthtech,Bangalore,Karnataka,"Sequoia Capital India, Lightspeed Venture Partners, Accel Partners",Debt,2022-03-20,2022,Q1,March
The HealthInsurance,₹12.82 Cr,$1.52M,128195719.10733005,Edtech,Pune,Maharashtra,Binny Bansal,Pre-Series A,2025-08-26,2025,Q3,August
Swiggy,₹23.44 Cr,$4.00M,234400000.0,Foodtech,Delhi,Delhi,Blume Ventures,Seed,2013-03-20,2013,Q1,March
Dunzo,₹4.73 Cr,$0.70M,47270881.58914849,SaaS,Delhi,Delhi,Fireside Ventures,Seed,2016-12-17,2016,Q4,December
Cars24,₹140.32 Cr,$20.52M,1403160329.7831852,Fintech,Gurgaon,Haryana,Flipkart Ventures,Series A,2018-06-26,2018,Q2,June
Licious,₹7.79 Cr,$1.11M,77920751.02112803,Logistics,Coimbatore,Tamil Nadu,Nexus Venture Partners,Seed,2019-03-03,2019,Q1,March
Simplilearn,₹40.16 Cr,$6.26M,401647910.8003822,Fintech,Coimbatore,Tamil Nadu,Falguni Nayar,Series A,2015-04-10,2015,Q2,April
Moglix,₹276.83 Cr,$37.66M,2768312064.923335,Healthtech,Surat,Gujarat,"General Atlantic, Nexus Venture Partners",Series B,2021-06-07,2021,Q2,June
Sugar Cosmetics,₹3.52 Cr,$0.42M,35248948.11803395,Healthtech,Bangalore,Karnataka,Falguni Nayar,Seed,2024-02-11,2024,Q1,February
Vedantu,₹67.17 Cr,$10.47M,671679440.3780189,E-Commerce,Chennai,Tamil Nadu,"Elevation Capital, SAIF Partners",Series A,2015-11-13,2015,Q4,November
Arya.ag,₹249.67 Cr,$29.55M,2496698075.0573373,Logistics,Kolkata,West Bengal,"Naspers, Google Ventures",Series B,2025-04-12,2025,Q2,April
Cure.fit,₹6.11 Cr,$1.04M,61101040.06673464,Mobility,Gurgaon,Haryana,Accel India,Seed,2013-11-02,2013,Q4,November
Razorpay,₹251.16 Cr,$36.72M,2511622366.63989,Fintech,Chennai,Tamil Nadu,Flipkart Ventures,Series B,2018-04-23,2018,Q2,April
Yulu,₹57.40 Cr,$7.81M,573967561.5150518,Mobility,Kochi,Kerala,Binny Bansal,Pre-Series A,2021-02-28,2021,Q1,February
FabHotels,₹904.63 Cr,$122.08M,9046276128.590939,SaaS,Gurgaon,Haryana,"Elevation Capital, ICICI Venture, Andreessen Horowitz",Series C,2020-06-08,2020,Q2,June
UrbanLadder,₹1743.38 Cr,$267.72M,17433758841.571648,Fintech,Hyderabad,Telangana,"Sequoia Capital, Lightspeed Venture Partners, Chiratae Ventures",Series C,2017-10-17,2017,Q4,October
Licious,₹22.11 Cr,$2.66M,221110128.51232946,Logistics,Bangalore,Karnataka,Blume Ventures,Pre-Series A,2024-11-26,2024,Q4,November
Ultraviolette,₹11.67 Cr,$1.38M,116722097.01319239,Fintech,Bangalore,Karnataka,Indian Angel Network,Seed,2025-10-07,2025,Q4,October
Dream11,₹948.20 Cr,$134.65M,9482018656.185425,Edtech,Gurgaon,Haryana,"Sequoia Capital, Accel Partners, Kedaara Capital, Warburg Pincus, Carlyle Group",Debt,2019-03-02,2019,Q1,March
Treebo,₹112.47 Cr,$17.27M,1124712577.2253485,Logistics,Delhi,Delhi,Bhavish Aggarwal,Series A,2017-09-20,2017,Q3,September
INDmoney,₹20.08 Cr,$2.43M,200760503.92348891,Fintech,Kolkata,West Bengal,Sequoia Capital India,Pre-Series A,2023-05-21,2023,Q2,May
Simple Energy,₹272.04 Cr,$32.19M,2720442509.5688357,Fintech,Kochi,Kerala,"Blume Ventures, Elevation Capital",Series B,2025-06-14,2025,Q2,June
Scripbox,₹75.98 Cr,$9.20M,759789597.3279346,Logistics,Hyderabad,Telangana,Lightspeed India,Series A,2023-03-06,2023,Q1,March
Dunzo Daily,₹11.61 Cr,$1.58M,116071424.10924597,SaaS,Chandigarh,Chandigarh,Deepinder Goyal,Seed,2021-12-12,2021,Q4,December
Acko,₹285.36 Cr,$38.82M,2853595164.3914356,E-Commerce,Jaipur,Rajasthan,"Accel Partners, Accel India",Series B,2021-06-03,2021,Q2,June
Spinny,₹4.54 Cr,$0.64M,45419557.175182275,SaaS,Pune,Maharashtra,Vijay Shekhar Sharma,Seed,2019-06-22,2019,Q2,June
Hike Messenger,₹66.01 Cr,$10.82M,660121229.7495651,E-Commerce,Chennai,Tamil Nadu,Ratan Tata,Series A,2014-08-08,2014,Q3,August
The Ken,₹29.40 Cr,$4.00M,294000000.0,E-Commerce,Chennai,Tamil Nadu,Blume Ventures,Seed,2021-02-15,2021,Q1,February
The HealthInsurance,₹73.18 Cr,$8.66M,731794065.0982512,Edtech,Lucknow,Uttar Pradesh,Indian Angel Network,Series A,2025-02-14,2025,Q1,February
GoIbibo,₹6.44 Cr,$1.00M,64375908.332902595,E-Commerce,Pune,Maharashtra,Falguni Nayar,Seed,2015-02-21,2015,Q1,February
Roposo,₹23.30 Cr,$2.82M,232985822.58810234,E-Commerce,Chennai,Tamil Nadu,Lightspeed India,Pre-Series A,2023-10-12,2023,Q4,October
Ather Energy,₹1211.97 Cr,$143.43M,12119746299.016865,E-Commerce,Pune,Maharashtra,"Accel Partners, Blackstone, ICICI Venture, General Atlantic",Series C,2025-12-21,2025,Q4,December
Yulu,₹9.56 Cr,$1.36M,95594335.01254654,Mobility,Mumbai,Maharashtra,Ritesh Agarwal,Seed,2019-03-20,2019,Q1,March
Udaan,₹32.56 Cr,$4.39M,325568794.5473786,Fintech,Delhi,Delhi,Mumbai Angels,Pre-Series A,2020-02-23,2020,Q1,February
Treebo,₹50.07 Cr,$7.69M,500712401.27711266,Logistics,Delhi,Delhi,Lightspeed India,Series A,2017-01-16,2017,Q1,January
Open Network,₹5.37 Cr,$0.68M,53660671.76113018,Healthtech,Bangalore,Karnataka,Falguni Nayar,Seed,2022-12-26,2022,Q4,December
M2P Fintech,₹96.82 Cr,$12.32M,968176904.2645262,Fintech,Lucknow,Uttar Pradesh,Sequoia Capital India,Series A,2022-06-03,2022,Q2,June
CredFlow,₹13.35 Cr,$1.70M,133474159.81932786,E-Commerce,Coimbatore,Tamil Nadu,Fireside Ventures,Seed,2022-10-31,2022,Q4,October
Drivezy,₹83.02 Cr,$11.29M,830157009.9889009,Social Media,Bangalore,Karnataka,"Lightspeed India, Sequoia Capital India",Series A,2021-02-19,2021,Q1,February
MPL,₹41.66 Cr,$5.92M,416592649.29436857,Healthtech,Chennai,Tamil Nadu,Nexus Venture Partners,Series A,2019-09-12,2019,Q3,September
Yellow Messenger,₹11.31 Cr,$1.68M,113071248.65036821,Healthtech,Pune,Maharashtra,Binny Bansal,Pre-Series A,2016-06-27,2016,Q2,June
Cars24,₹296.40 Cr,$40.00M,2964000000.0,Fintech,Delhi,Delhi,Saama Capital,Bridge,2020-05-29,2020,Q2,May
FirstCry,₹189.62 Cr,$29.56M,1896200548.3811753,SaaS,Jaipur,Rajasthan,"Alibaba, Reliance Ventures",Series B,2015-11-02,2015,Q4,November
Cars24,₹84.55 Cr,$11.50M,845484187.8687121,Fintech,Delhi,Delhi,Lightspeed India,Series A,2021-08-25,2021,Q3,August
DeHaat,₹134.46 Cr,$20.65M,1344597052.6032481,E-Commerce,Mumbai,Maharashtra,Elevation Capital,Series A,2017-04-17,2017,Q2,April
DailyHunt,₹199.84 Cr,$25.42M,1998372701.7804472,Fintech,Chandigarh,Chandigarh,"Infosys Innovation Fund, Nexus Venture Partners",Series B,2022-05-18,2022,Q2,May
Practo,₹44.52 Cr,$9.54M,445160405.87764394,E-Commerce,Pune,Maharashtra,Vijay Shekhar Sharma,Series A,2011-06-15,2011,Q2,June
Dunzo Daily,₹29.03 Cr,$3.49M,290255524.39250773,SaaS,Indore,Madhya Pradesh,Chiratae Ventures,Pre-Series A,2024-08-11,2024,Q3,August
Verloop.io,₹213.86 Cr,$29.10M,2138561365.242408,Fintech,Delhi,Delhi,Nexus Venture Partners,Series A,2021-03-23,2021,Q1,March
KreditBee,₹5.68 Cr,$0.72M,56828894.08986576,Healthtech,Vadodara,Gujarat,Mumbai Angels,Seed,2022-04-04,2022,Q2,April
Country Delight,₹86.10 Cr,$11.62M,860996080.2678547,Healthtech,Ahmedabad,Gujarat,Accel India,Series A,2020-04-13,2020,Q2,April
MoneyView,₹32.13 Cr,$3.89M,321311143.7988337,E-Commerce,Bhubaneswar,Odisha,Kalaari Capital,Pre-Series A,2023-09-19,2023,Q3,September
BYJU'S,₹635.85 Cr,$92.97M,6358527496.895108,Foodtech,Kochi,Kerala,"Andreessen Horowitz, Nexus Venture Partners",Series B,2018-02-18,2018,Q1,February
Zebronics,₹15.75 Cr,$1.91M,157451225.4823804,E-Commerce,Chennai,Tamil Nadu,Elevation Capital,Seed,2023-06-03,2023,Q2,June
Hike Messenger,₹26.03 Cr,$5.58M,260280864.30353737,E-Commerce,Mumbai,Maharashtra,Lightspeed India,Pre-Series A,2011-02-09,2011,Q1,February
Ninjacart,₹4.12 Cr,$0.52M,41157107.585133,Mobility,Gurgaon,Haryana,Fireside Ventures,Seed,2022-03-09,2022,Q1,March
OYO Rooms,₹1376.31 Cr,$187.25M,13763068149.256927,E-Commerce,Hyderabad,Telangana,"Sequoia Capital India, Carlyle Group, Saama Capital",Series C,2021-07-06,2021,Q3,July
MoneyView,₹145.70 Cr,$17.50M,1457006757.764528,E-Commerce,Delhi,Delhi,"Mumbai Angels, Sachin Bansal",Series A,2024-01-11,2024,Q1,January
FreshToHome,₹376.03 Cr,$51.16M,3760263494.7171526,Fintech,Delhi,Delhi,Alibaba,Series B,2021-06-11,2021,Q2,June
Udaan,₹80.81 Cr,$12.60M,808056501.001857,Fintech,Delhi,Delhi,Blume Ventures,Series A,2015-09-02,2015,Q3,September
Freshdesk,₹206.04 Cr,$32.12M,2060374401.6467056,E-Commerce,Pune,Maharashtra,Nexus Venture Partners,Series B,2015-12-11,2015,Q4,December
ElasticRun,₹2.25 Cr,$0.32M,22468103.520829126,Gaming,Coimbatore,Tamil Nadu,Elevation Capital,Seed,2019-08-24,2019,Q3,August
Redbus,₹641.50 Cr,$100.00M,6415000000.000001,E-Commerce,Visakhapatnam,Andhra Pradesh,"Saama Capital, TCS Ventures",Series B,2015-07-05,2015,Q3,July
Ather Energy,₹359.40 Cr,$43.17M,3594045089.392203,E-Commerce,Mumbai,Maharashtra,SoftBank Vision Fund,Series B,2024-08-10,2024,Q3,August
FirstCry,₹8.30 Cr,$1.36M,83042230.47084077,SaaS,Hyderabad,Telangana,Kalaari Capital,Seed,2014-05-25,2014,Q2,May
PayTM,₹133.03 Cr,$19.80M,1330294675.9032524,Mobility,Coimbatore,Tamil Nadu,"Peak XV Partners, Blume Ventures",Series A,2016-02-26,2016,Q1,February
Wow Skin Science,₹14.18 Cr,$1.80M,141817247.89792693,E-Commerce,Bangalore,Karnataka,SAIF Partners,Seed,2022-12-16,2022,Q4,December
Freecharge,₹9.42 Cr,$1.54M,94175687.25948381,E-Commerce,Gurgaon,Haryana,Elevation Capital,Seed,2014-08-21,2014,Q3,August
CredAvenue,₹157.97 Cr,$19.12M,1579674767.185926,Mobility,Delhi,Delhi,"Peak XV Partners, Nexus Venture Partners",Bridge,2023-11-30,2023,Q4,November
CredAvenue,₹16.88 Cr,$2.15M,168781313.34068725,Mobility,Indore,Madhya Pradesh,Ratan Tata,Pre-Series A,2022-06-22,2022,Q2,June
ShareChat,₹27.73 Cr,$3.74M,277303973.68004066,Fintech,Lucknow,Uttar Pradesh,Ritesh Agarwal,Seed,2020-08-12,2020,Q3,August
Josh,₹247.80 Cr,$30.00M,2478000000.0,Fintech,Delhi,Delhi,Lightspeed India,Series C,2023-05-24,2023,Q2,May
Xpressbees,₹97.28 Cr,$14.94M,972844836.8869473,Fintech,Ahmedabad,Gujarat,SAIF Partners,Series A,2017-06-30,2017,Q2,June
OYO Rooms,₹325.69 Cr,$47.62M,3256916990.714243,E-Commerce,Pune,Maharashtra,"Naspers, Elevation Capital",Series B,2018-06-26,2018,Q2,June
Acko,₹195.36 Cr,$30.00M,1953600000.0000002,E-Commerce,Lucknow,Uttar Pradesh,"Lightspeed Venture Partners, Sequoia Capital India",Series A,2017-06-08,2017,Q2,June
Shaadi.com,₹421.91 Cr,$72.00M,4219144221.7037077,E-Commerce,Mumbai,Maharashtra,"Accel India, Elevation Capital",Series B,2013-05-07,2013,Q2,May
Open Network,₹9.23 Cr,$1.17M,92330216.0124583,Healthtech,Gurgaon,Haryana,Fireside Ventures,Seed,2022-01-30,2022,Q1,January
CredAvenue,₹66.66 Cr,$7.89M,666627378.2307063,Mobility,Mumbai,Maharashtra,Elevation Capital,Series A,2025-12-28,2025,Q4,December
Drivezy,₹46.24 Cr,$6.76M,462359489.6513887,Social Media,Gurgaon,Haryana,Falguni Nayar,Bridge,2018-04-06,2018,Q2,April
Ather Energy,₹90.14 Cr,$13.84M,901415658.5064051,E-Commerce,Bangalore,Karnataka,Deepinder Goyal,Series A,2017-04-03,2017,Q2,April
Shaadi.com,₹9.11 Cr,$1.42M,91143635.7368164,E-Commerce,Pune,Maharashtra,Saama Capital,Seed,2015-11-27,2015,Q4,November
Waycool Foods,₹9.59 Cr,$1.22M,95855897.61294207,Foodtech,Thiruvananthapuram,Kerala,Ratan Tata,Seed,2022-08-22,2022,Q3,August
BlackBuck,₹69.04 Cr,$10.76M,690380337.7570677,Foodtech,Pune,Maharashtra,"Blume Ventures, Fireside Ventures",Series A,2015-03-11,2015,Q1,March
Roposo,₹61.44 Cr,$8.36M,614393006.4211186,E-Commerce,Chennai,Tamil Nadu,Fireside Ventures,Pre-Series A,2021-01-23,2021,Q1,January
HealthifyMe,₹554.83 Cr,$82.56M,5548251598.418913,E-Commerce,Gurgaon,Haryana,"Nexus Venture Partners, Sequoia Capital India",Series C,2016-08-10,2016,Q3,August
Treebo,₹102.38 Cr,$15.72M,1023838640.5502839,Logistics,Pune,Maharashtra,"Kalaari Capital, Chiratae Ventures",Series A,2017-12-02,2017,Q4,December
InMobi,₹51.83 Cr,$8.85M,518317417.5488686,E-Commerce,Mumbai,Maharashtra,Nexus Venture Partners,Series A,2013-01-02,2013,Q1,January
Drivezy,₹195.83 Cr,$28.63M,1958327476.81222,Social Media,Hyderabad,Telangana,Accel India,Series B,2018-12-11,2018,Q4,December
HealthifyMe,₹192.25 Cr,$28.11M,1922475366.4009264,E-Commerce,Hyderabad,Telangana,"General Atlantic, SAIF Partners",Bridge,2018-01-27,2018,Q1,January
Josh,₹17.34 Cr,$2.46M,173356056.49219742,Fintech,Lucknow,Uttar Pradesh,Ritesh Agarwal,Pre-Series A,2019-06-22,2019,Q2,June
ElasticRun,₹30.58 Cr,$4.34M,305792900.88718265,Gaming,Mumbai,Maharashtra,Ratan Tata,Pre-Series A,2019-12-20,2019,Q4,December
Scripbox,₹150.12 Cr,$18.03M,1501219107.2731938,Logistics,Visakhapatnam,Andhra Pradesh,Matrix Partners India,Series B,2024-04-15,2024,Q2,April
Jumbotail,₹191.69 Cr,$24.39M,1916906924.1958277,SaaS,Mumbai,Maharashtra,"Accel Partners, Elevation Capital",Debt,2022-05-06,2022,Q2,May
Vedantu,₹130.82 Cr,$20.09M,1308239087.6429667,E-Commerce,Hyderabad,Telangana,TCS Ventures,Series A,2017-03-06,2017,Q1,March
WayCool,₹400.25 Cr,$58.52M,4002510702.6282096,Mobility,Gurgaon,Haryana,Fireside Ventures,Debt,2018-08-07,2018,Q3,August
Shiprocket,₹741.00 Cr,$100.00M,7409999999.999999,Foodtech,Bangalore,Karnataka,"Sequoia Capital India, Elevation Capital",Series B,2020-03-20,2020,Q1,March
Freshdesk,₹9.33 Cr,$1.59M,93254547.83289735,E-Commerce,Delhi,Delhi,Chiratae Ventures,Pre-Series A,2013-06-02,2013,Q2,June
AgroStar,₹31.72 Cr,$4.64M,317216187.33972704,Foodtech,Pune,Maharashtra,Blume Ventures,Series A,2018-06-23,2018,Q2,June
Haptik,₹8.33 Cr,$1.22M,83337321.39824563,Mobility,Kochi,Kerala,Deepinder Goyal,Seed,2018-10-23,2018,Q4,October
BankBazaar,₹9.70 Cr,$1.51M,97016665.32995866,E-Commerce,Pune,Maharashtra,Saama Capital,Seed,2015-11-22,2015,Q4,November
Lenskart,₹431.57 Cr,$67.27M,4315660783.479496,E-Commerce,Bangalore,Karnataka,"General Atlantic, Lightspeed Venture Partners, Elevation Capital",Series B,2015-04-06,2015,Q2,April
Fire-Boltt,₹66.97 Cr,$8.04M,669675605.983452,Foodtech,Hyderabad,Telangana,Chiratae Ventures,Series A,2024-07-21,2024,Q3,July
Moglix,₹2.41 Cr,$0.36M,24145087.304648317,Healthtech,Hyderabad,Telangana,Nexus Venture Partners,Seed,2016-05-17,2016,Q2,May
MoneyView,₹157.71 Cr,$19.09M,1577071169.655217,E-Commerce,Hyderabad,Telangana,Fireside Ventures,Series A,2023-05-05,2023,Q2,May
Mamaearth,₹25.55 Cr,$3.02M,255522893.16476777,Edtech,Chennai,Tamil Nadu,Lightspeed India,Pre-Series A,2025-05-08,2025,Q2,May
Khatabook,₹4.17 Cr,$0.59M,41660756.51717539,SaaS,Chennai,Tamil Nadu,Deepinder Goyal,Seed,2019-12-10,2019,Q4,December
INDmoney,₹93.30 Cr,$11.04M,933011173.5097584,Fintech,Delhi,Delhi,"Blume Ventures, Lightspeed India",Series A,2025-02-11,2025,Q1,February
Infra.Market,₹12.91 Cr,$1.76M,129105165.6996345,E-Commerce,Pune,Maharashtra,Ritesh Agarwal,Seed,2021-05-23,2021,Q2,May
Razorpay,₹13.79 Cr,$2.26M,137888918.68011686,Fintech,Delhi,Delhi,Lightspeed India,Seed,2014-08-07,2014,Q3,August
Bounce,₹14.92 Cr,$2.22M,149234801.13095918,Foodtech,Chennai,Tamil Nadu,Sachin Bansal,Seed,2016-10-26,2016,Q4,October
Shadowfax,₹5.35 Cr,$0.76M,53473952.48957284,SaaS,Gurgaon,Haryana,Vijay Shekhar Sharma,Seed,2019-10-20,2019,Q4,October
MyGlamm,₹17.55 Cr,$2.08M,175546133.52831477,E-Commerce,Delhi,Delhi,Sequoia Capital India,Seed,2025-01-02,2025,Q1,January
Mobile Premier League,₹499.96 Cr,$68.02M,4999567094.97439,Foodtech,Gurgaon,Haryana,"Alibaba, Flipkart Ventures",Series B,2021-08-25,2021,Q3,August
Flipkart,₹45.53 Cr,$8.52M,455300557.89268035,E-Commerce,Delhi,Delhi,Mumbai Angels,Series A,2012-02-04,2012,Q1,February
Ola,₹26.63 Cr,$4.15M,266315502.4619107,E-Commerce,Chandigarh,Chandigarh,Falguni Nayar,Series A,2015-10-18,2015,Q4,October
Digit Insurance,₹16.78 Cr,$2.28M,167765308.48502955,Healthtech,Vadodara,Gujarat,Vijay Shekhar Sharma,Seed,2021-05-06,2021,Q2,May
Go Digit,₹11.92 Cr,$1.61M,119154855.6812176,Social Media,Nagpur,Maharashtra,Accel India,Seed,2020-11-13,2020,Q4,November
Shopclues,₹8.37 Cr,$1.37M,83729135.99295194,SaaS,Delhi,Delhi,Fireside Ventures,Seed,2014-03-26,2014,Q1,March
Snapdeal,₹26.47 Cr,$4.34M,264694525.62743124,E-Commerce,Delhi,Delhi,Peak XV Partners,Pre-Series A,2014-04-27,2014,Q2,April
OfBusiness,₹21.63 Cr,$2.92M,216278319.889723,E-Commerce,Gurgaon,Haryana,Kunal Shah,Seed,2020-05-17,2020,Q2,May
BigBasket,₹11.16 Cr,$1.90M,111624815.91542085,E-Commerce,Pune,Maharashtra,Elevation Capital,Seed,2013-08-02,2013,Q3,August
Licious,₹8.29 Cr,$1.12M,82861044.2927696,Logistics,Bangalore,Karnataka,Peak XV Partners,Seed,2020-07-15,2020,Q3,July
Zostel,₹11.30 Cr,$1.60M,112953928.56877843,Fintech,Jaipur,Rajasthan,Binny Bansal,Seed,2019-04-05,2019,Q2,April
NinjaCart,₹8.70 Cr,$1.27M,87014425.223948,E-Commerce,Pune,Maharashtra,Matrix Partners India,Pre-Series A,2018-12-08,2018,Q4,December
Portea Medical,₹64.15 Cr,$10.00M,641500000.0,E-Commerce,Bangalore,Karnataka,Blume Ventures,Pre-Series A,2015-09-17,2015,Q3,September
BYJU'S,₹12.88 Cr,$2.01M,128774795.98898736,Foodtech,Chandigarh,Chandigarh,Deepinder Goyal,Seed,2015-11-03,2015,Q4,November
KissanKraft,₹6.13 Cr,$0.74M,61314052.01280608,Gaming,Chennai,Tamil Nadu,Sequoia Capital India,Seed,2023-04-11,2023,Q2,April
Flipkart Quick,₹96.44 Cr,$13.02M,964419306.3317261,SaaS,Gurgaon,Haryana,"Ratan Tata, Ritesh Agarwal",Series A,2020-01-24,2020,Q1,January
The HealthInsurance,₹59.32 Cr,$7.18M,593223813.9444555,Edtech,Mysore,Karnataka,Saama Capital,Series A,2023-06-09,2023,Q2,June
Zostel,₹75.48 Cr,$11.04M,754823382.5405718,Fintech,Hyderabad,Telangana,Vijay Shekhar Sharma,Series A,2018-08-17,2018,Q3,August
Ultraviolette,₹6.53 Cr,$0.83M,65272406.80790333,Fintech,Ahmedabad,Gujarat,Elevation Capital,Pre-Series A,2022-12-07,2022,Q4,December
FreshToHome,₹11.31 Cr,$1.36M,113061039.62277423,Fintech,Jaipur,Rajasthan,Deepinder Goyal,Seed,2024-04-12,2024,Q2,April
Razorpay,₹4.62 Cr,$0.69M,46174701.02742508,Fintech,Hyderabad,Telangana,Sequoia Capital India,Seed,2016-05-02,2016,Q2,May
Open Network,₹41.83 Cr,$4.95M,418342879.5077258,Healthtech,Delhi,Delhi,Chiratae Ventures,Series A,2025-12-14,2025,Q4,December
JustDial,₹78.53 Cr,$16.83M,785270790.5287433,E-Commerce,Bangalore,Karnataka,Fireside Ventures,Series A,2011-02-02,2011,Q1,February
