Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Industry/ Vertical,Sub-Vertical,Invest-mentType,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Unnamed: 0,Founding Date,Founders,Investors,Investment Stage,0,1,2,3,4,5,6,7,8,Amount_Cleaned,Date_Parsed,Year,Sector_Standardized,State_Standardized
66.0,25/04/2016,intouchapp,,Pune,Blume Ventures,,,,Consumer Internet,Contact Management Mobile App,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-04-25,2016.0,,pune
67.0,25/04/2016,Dropkaffe,,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",,"550,000",,Food & Beverage,Ready-to-Drink Beverage Producer,Seed Funding,,,,,,,,,,,,,,,,,,,,,550000.0,2016-04-25,2016.0,,bangalore
68.0,26/04/2016,Transerv,,Mumbai,"IDFC SPICE Fund, Micromax Informatics",,"15,000,000",,Consumer Internet,Digital Payments platform,Private Equity,,,,,,,,,,,,,,,,,,,,,15000000.0,2016-04-26,2016.0,,mumbai
69.0,26/04/2016,ClearTax,,Bangalore,"Max Levchin, Scott Banister",,"1,300,000",,Consumer Internet,Online filing of Tax returns,Private Equity,,,,,,,,,,,,,,,,,,,,,1300000.0,2016-04-26,2016.0,,bangalore
70.0,26/04/2016,Roposo,,Gurgaon,Bertelsmann India Investments,,"15,000,000",,eCommerce,Social Fashion ECommerce Discovery platform,Private Equity,,,,,,,,,,,,,,,,,,,,,15000000.0,2016-04-26,2016.0,,gurgaon
71.0,27/04/2016,MilkBasket,,Gurgaon,EVC Ventures,,"500,000",,Consumer Internet,Micro Grocery Delivery Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,500000.0,2016-04-27,2016.0,,gurgaon
72.0,27/04/2016,CareonGO,,,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",,,,Consumer Internet,Online Pharmacy,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-04-27,2016.0,,
73.0,27/04/2016,RailYatri,,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",,,,Consumer Internet,Train Related Information portal,Private Equity,,,,,,,,,,,,,,,,,,,,,,2016-04-27,2016.0,,noida
74.0,27/04/2016,ICHR,,New Delhi,Undisclosed,,"450,000",,Consumer Internet,Mobile based Children health Information app,Seed Funding,,,,,,,,,,,,,,,,,,,,,450000.0,2016-04-27,2016.0,,new delhi
75.0,27/04/2016,Murgency,,Mumbai,Axilor Ventures,,,,Consumer Internet,Medical Emergency Response App,Private Equity,,,,,,,,,,,,,,,,,,,,,,2016-04-27,2016.0,,mumbai
76.0,28/04/2016,The Wedding Brigade,,Mumbai,Blume Ventures & Other unnamed Investors,,"600,000",,Consumer Internet,Online Wedding Information Portal,Seed Funding,,,,,,,,,,,,,,,,,,,,,600000.0,2016-04-28,2016.0,,mumbai
77.0,28/04/2016,DocsApp,,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",,"1,200,000",,Consumer Internet,Online Doctor Discovery & Chat platform,Private Equity,,,,,,,,,,,,,,,,,,,,,1200000.0,2016-04-28,2016.0,,bangalore
78.0,29/04/2016,Impact Guru,,Mumbai,"RB Investments, Fundnel",,"500,000",,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Seed Funding,,,,,,,,,,,,,,,,,,,,,500000.0,2016-04-29,2016.0,,mumbai
79.0,29/04/2016,LetReach,,New Delhi,vCommission,,"100,000",,eCommerce,ECommerce SAAS Solutions,Private Equity,,,,,,,,,,,,,,,,,,,,,100000.0,2016-04-29,2016.0,,new delhi
80.0,29/04/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-29,2016.0,,
81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,01/8/2016,HealthKart,,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",,"12,000,000",,eCommerce,Online Pharmacy & Health Marketplace,Private Equity,,,,,,,,,,,,,,,,,,,,,12000000.0,2016-01-08,2016.0,,gurgaon
2.0,01/8/2016,Medinfi,,Bangalore,"Mudit Saxena, Evan Lim",,"200,000",,Consumer Internet,Doctor & Clinic  Discovery Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,200000.0,2016-01-08,2016.0,,bangalore
3.0,01/08/2016,RepairEasy,,Pune,Undisclosed HNIs,,"275,000",,Consumer Internet,Gadget Repair Services Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,275000.0,2016-01-08,2016.0,,pune
4.0,01/08/2016,Voonik,,Bangalore,InnoVen Capital,,"3,000,000",,eCommerce,Online Women’s Fashion Marketplace,Private Equity,,,,,,,,,,,,,,,,,,,,,3000000.0,2016-01-08,2016.0,,bangalore
5.0,01/08/2016,Tokri,,Pune,Syska LED group,,"2,500,000",,Consumer Internet,Hyperlocal Grocery Delivery platform,Private Equity,,,,,,,,,,,,,,,,,,,,,2500000.0,2016-01-08,2016.0,,pune
6.0,02/08/2016,Sheroes,,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",,"1,800,000",,Consumer Internet,Online Job and Career Platform for Women,Private Equity,,,,,,,,,,,,,,,,,,,,,1800000.0,2016-02-08,2016.0,,noida
7.0,02/08/2016,Daily Ninja,,Bangalore,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",,,,Consumer Internet,Hyperlocal daily needs Products delivery platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-02-08,2016.0,,bangalore
8.0,02/08/2016,Yumlane,,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",,"1,000,000",,Food & Beverage,Retail Food & Snack Offline centres,Seed Funding,,,,,,,,,,,,,,,,,,,,,1000000.0,2016-02-08,2016.0,,mumbai
9.0,03/08/2016,Xcode,,Chennai,RoundGlass Partners,,,,Healthcare,Personal Genomics,Private Equity,,,,,,,,,,,,,,,,,,,,,,2016-03-08,2016.0,,chennai
10.0,03/08/2016,ExtraCarbon,,Gurgaon,Brand Capital,,"225,000",,Consumer Internet,Waste Recycle Management platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,225000.0,2016-03-08,2016.0,,gurgaon
11.0,03/08/2016,FlickBay,,Mumbai,Paul Roy,,"890,000",,Consumer Internet,Mobile Based Bollywood Discovery platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,890000.0,2016-03-08,2016.0,,mumbai
12.0,04/08/2016,Petoo,,Bangalore,Existing Investors,,"500,000",,Consumer Internet,Food Delivery Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,500000.0,2016-04-08,2016.0,,bangalore
13.0,04/08/2016,lehlehsports,,New Delhi,Anglian Omega Network,,,,Others,Sports Arena discovery,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-04-08,2016.0,,new delhi
14.0,05/08/2016,Tricog,,Bangalore,"Inventus Capital Partners, Blume Ventures & Others",,,,Healthcare,Healthcare Analytics Platform,Private Equity,,,,,,,,,,,,,,,,,,,,,,2016-05-08,2016.0,,bangalore
15.0,06/08/2016,VST Travels,,Kerala,Promatus Group,,"27,000",,Technology,Travel Ticket Booking Software,Seed Funding,,,,,,,,,,,,,,,,,,,,,27000.0,2016-06-08,2016.0,,kerala
16.0,08/08/2016,AdPushUp,,New Delhi,"Geniee, Inc, Purvi Capital",,,,Technology,Ad optimization Platform,Private Equity,,,,,,,,,,,,,,,,,,,,,,2016-08-08,2016.0,,new delhi
17.0,08/08/2016,Wefly Indoor Skydiving,,Mumbai,Swastika Company Ltd.,,"40,000",,Others,Indoor Skydiving Sports Provider,Seed Funding,,,,,,,,,,,,,,,,,,,,,40000.0,2016-08-08,2016.0,,mumbai
18.0,08/08/2016,Mojarto,,Gurgaon,Undisclosed Investors,,"445,000",,eCommerce,"Original Art, Digital Prints etailer",Seed Funding,,,,,,,,,,,,,,,,,,,,,445000.0,2016-08-08,2016.0,,gurgaon
19.0,08/08/2016,Zipgrid,,Mumbai,1Crowd (through crowd funding),,"200,000",,Consumer Internet,Community services platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,200000.0,2016-08-08,2016.0,,mumbai
20.0,09/08/2016,MobiDent,,Bangalore,Centre for Innovation Incubation and Entrepreneurship (CIIE),,,,Healthcare,Dental Protection Solution,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-09-08,2016.0,,bangalore
21.0,09/08/2016,Zeolr/RespirON,,New Delhi,Centre for Innovation Incubation and Entrepreneurship (CIIE),,,,Technology,Healthcare related IoT platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-09-08,2016.0,,new delhi
22.0,10/08/2016,Vebbler,,Bangalore,"Anupam Mittal, Sharad Sharma & 14 others",,"500,000",,Consumer Internet,Photo Sharing Mobile App,Seed Funding,,,,,,,,,,,,,,,,,,,,,500000.0,2016-10-08,2016.0,,bangalore
23.0,10/08/2016,Bombay Shaving Company,,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",,"600,000",,eCommerce,Men’s Grooming Product etailer,Seed Funding,,,,,,,,,,,,,,,,,,,,,600000.0,2016-10-08,2016.0,,new delhi
24.0,11/08/2016,Travelyaari,,Bangalore,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",,"7,000,000",,Consumer Internet,Online ticket booking platform,Private Equity,,,,,,,,,,,,,,,,,,,,,7000000.0,2016-11-08,2016.0,,bangalore
25.0,11/08/2016,91SpringBoard,,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",,,,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Private Equity,,,,,,,,,,,,,,,,,,,,,,2016-11-08,2016.0,,mumbai
26.0,11/08/2016,Genextstudents,,Mumbai,1Crowd (through crowdfunding),,"209,000",,Consumer Internet,Online Tutoring Service provider,Seed Funding,,,,,,,,,,,,,,,,,,,,,209000.0,2016-11-08,2016.0,,mumbai
27.0,11/08/2016,Zenoti,,Hyderabad,"Norwest Venture Partners, Accel India",,"15,000,000",,Technology,Cloud Based Software Solutions Provider,Private Equity,,,,,,,,,,,,,,,,,,,,,15000000.0,2016-11-08,2016.0,,hyderabad
28.0,12/08/2016,Crofarm,,Gurgaon,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",,"1,500,000",,Technology,Agri-Tech supply chain Solution provider,Private Equity,,,,,,,,,,,,,,,,,,,,,1500000.0,2016-12-08,2016.0,,gurgaon
29.0,12/08/2016,Faircent.com,,Gurgaon,Brand Capital,,"1,500,000",,Consumer Internet,peer-to-peer lending platform,Private Equity,,,,,,,,,,,,,,,,,,,,,1500000.0,2016-12-08,2016.0,,gurgaon
30.0,12/08/2016,Innovaccer,,Noida,Westbridge Capital Partners,,"15,600,000",,Technology,Integrated Enterprise Analytics Platform,Private Equity,,,,,,,,,,,,,,,,,,,,,15600000.0,2016-12-08,2016.0,,noida
31.0,12/08/2016,Cuberoot,,Gurgaon,Undisclosed Investors,,"500,000",,Technology,Data Analytics & Audience Management Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,500000.0,2016-12-08,2016.0,,gurgaon
32.0,12/08/2016,Funcastic,,New Delhi,"HT Media Ltd, North Base Media",,,,Consumer Internet,B2C vernacular podcast aggregator platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-12-08,2016.0,,new delhi
33.0,15/08/2016,Buttercups,,Bangalore,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",,,,ECommerce,Women Intimate Wear eTailer,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-15,2016.0,,bangalore
34.0,16/08/2016,Zappfresh,,Gurgaon,Ashvin Chadha,,,,ECommerce,Raw Meat Products eTailer,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-16,2016.0,,gurgaon
35.0,16/08/2016,OyoRooms,,New Delhi,SoftBank Group,,"62,000,000",,Consumer Internet,Budget Hotels Aggregator,Private Equity,,,,,,,,,,,,,,,,,,,,,62000000.0,2016-08-16,2016.0,,new delhi
36.0,16/08/2016,Hike,,New Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",,"175,000,000",,Consumer Internet,Mobile Messaging App,Private Equity,,,,,,,,,,,,,,,,,,,,,175000000.0,2016-08-16,2016.0,,new delhi
37.0,16/08/2016,Joolz,,Mumbai,"Powerhouse Ventures, M&S Partners",,"500,000",,eCommerce,Online Jewellery Store,Private Equity,,,,,,,,,,,,,,,,,,,,,500000.0,2016-08-16,2016.0,,mumbai
38.0,16/08/2016,SaleBhai,,Ahmedabad,Brand Capital,,"1,500,000",,eCommerce,"Sweets, Dry Fruits & Handicrafts etailer",Private Equity,,,,,,,,,,,,,,,,,,,,,1500000.0,2016-08-16,2016.0,,ahmedabad
39.0,16/08/2016,Makkajai,,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",,"250,000",,Technology,Online & Mobile learning for kids,Seed Funding,,,,,,,,,,,,,,,,,,,,,250000.0,2016-08-16,2016.0,,pune
40.0,16/08/2016,Gradopedia,,Mumbai,Undisclosed Dubai based HNIs,,,,Consumer Internet,Career progression Portal,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-16,2016.0,,mumbai
41.0,17/08/2016,MaalGaadi,,Indore,"Swan Angel Network,Sachin Khandelwal and others",,"375,000",,Logistics,Online Logistics Marketplace,Seed Funding,,,,,,,,,,,,,,,,,,,,,375000.0,2016-08-17,2016.0,,indore
42.0,17/08/2016,ZiPi,,Bangalore,Swan Angel Network,,,,Technology,Mobile Chatbot App,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-17,2016.0,,bangalore
43.0,17/08/2016,Appknox,,Bangalore,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",,"675,000",,Technology,Mobile security solutions,Private Equity,,,,,,,,,,,,,,,,,,,,,675000.0,2016-08-17,2016.0,,bangalore
44.0,17/08/2016,Pikkol,,Bangalore,Indian Angel Network,,,,Logistics,Packers & Movers,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-17,2016.0,,bangalore
45.0,18/08/2016,Meesho,,Bangalore,"Kashyap Deorah, Rajul Garg, Maninder Gulati",,,,eCommerce,Mobile based eCommerce SAAS platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-18,2016.0,,bangalore
46.0,18/08/2016,Sesame Software,,Kozhikode,Speridian Technologies,,,,Technology,Financial Technology Solutions Provider,Private Equity,,,,,,,,,,,,,,,,,,,,,,2016-08-18,2016.0,,kozhikode
47.0,19/08/2016,Quikr,,Mumbai,Brand Capital,,"20,000,000",,Consumer Internet,Classified Listings platform,Private Equity,,,,,,,,,,,,,,,,,,,,,20000000.0,2016-08-19,2016.0,,mumbai
48.0,19/08/2016,Digio,,Bangalore,Rainmatter,,"375,000",,Technology,Aadhar based Document Signing platform,Private Equity,,,,,,,,,,,,,,,,,,,,,375000.0,2016-08-19,2016.0,,bangalore
49.0,19/08/2016,Ziffity,,Chennai,Aspire Systems,,,,Technology,Full Service Ecommerce Agency,Private Equity,,,,,,,,,,,,,,,,,,,,,,2016-08-19,2016.0,,chennai
50.0,22/08/2016,Zzungry,,Bangalore,"Satish Vasudeva, Madhusudhan Jujare & Others",,,,Consumer Internet,Food Delivery platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-22,2016.0,,bangalore
51.0,22/08/2016,Puro Wellness,,Mumbai,Torrent Group,,"37,000,000",,healthcare,"Organic,  Natural  Food substitute manufacturer",Private Equity,,,,,,,,,,,,,,,,,,,,,37000000.0,2016-08-22,2016.0,,mumbai
52.0,22/08/2016,Fitternity,,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",,,,Consumer Internet,Fitness Gym & Services Discovery platform,Private Equity,,,,,,,,,,,,,,,,,,,,,,2016-08-22,2016.0,,mumbai
53.0,23/08/2016,TAC Security,,New Delhi,Vijay Kedia,,,,Technology,Cyber-Security Solutions Provider,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-23,2016.0,,new delhi
54.0,23/08/2016,Notesgen,,New Delhi,"Riju Gupta, Kamal Chabra",,"100,000",,Consumer Internet,Online Notes Sharing Portal,Seed Funding,,,,,,,,,,,,,,,,,,,,,100000.0,2016-08-23,2016.0,,new delhi
55.0,23/08/2016,NearU,,Mumbai,Dr. Goutam Challagalla,,,,Consumer Internet,Marketing app for retailers,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-23,2016.0,,mumbai
56.0,23/08/2016,Octo.ai,,New Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",,"200,000",,Technology,Artificial Intelligence based marketing platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,200000.0,2016-08-23,2016.0,,new delhi
57.0,24/08/2016,ShaadiSaga,,New Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",,,,Consumer Internet,Wedding Website Creator,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-24,2016.0,,new delhi
58.0,24/08/2016,UnaAcademy,,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,  Kunal Shah, Sandeep Tandon, Ashish Tulsian",,"1,000,000",,Consumer Internet,Free Interactive education platform,Private Equity,,,,,,,,,,,,,,,,,,,,,1000000.0,2016-08-24,2016.0,,bangalore
59.0,24/08/2016,Advenio,,Chandigarh,Kalaari Capital,,"100,000",,Technology,Clinical Imaging Solution Provider,Seed Funding,,,,,,,,,,,,,,,,,,,,,100000.0,2016-08-24,2016.0,,chandigarh
60.0,24/08/2016,Guarented,,Bangalore,Kalaari Capital,,"500,000",,eCommerce,Home Furnishing rental marketplace,Seed Funding,,,,,,,,,,,,,,,,,,,,,500000.0,2016-08-24,2016.0,,bangalore
61.0,24/08/2016,Beyond Evolution,,Gurgaon,"Vineet Taneja, Kamal Puri",,,,Technology,Mobile Apps & Tech Services provider,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-24,2016.0,,gurgaon
62.0,24/08/2016,Uber Dreams,,Mumbai,Mohit Lalvani,,"500,000",,eCommerce,Dreams fulfilling marketplace,Seed Funding,,,,,,,,,,,,,,,,,,,,,500000.0,2016-08-24,2016.0,,mumbai
63.0,24/08/2016,Convegenius,,Noida,Michael and Susan Dell Foundation,,"900,000",,Education,Edutainment platform,Private Equity,,,,,,,,,,,,,,,,,,,,,900000.0,2016-08-24,2016.0,,noida
64.0,24/08/2016,UrbanLadder,,Mumbai,Trifecta Capital,,"3,000,000",,eCommerce,Online Furniture Store,Private Equity,,,,,,,,,,,,,,,,,,,,,3000000.0,2016-08-24,2016.0,,mumbai
65.0,24/08/2016,enCashea,,Bangalore,"Kunal Shah, Sandeep Tandon, Tracxn Labs",,,,Consumer Internet,Scrap Collection and Recycling platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-24,2016.0,,bangalore
66.0,25/08/2016,EngineerBabu,,Indore,Scale Ventures,,,,Technology,Mobile App & Web Development company,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-25,2016.0,,indore
67.0,25/08/2016,Cult,,Bangalore,CureFit,,"3,000,000",,Healthcare,Health and Fitness Centres,Private Equity,,,,,,,,,,,,,,,,,,,,,3000000.0,2016-08-25,2016.0,,bangalore
68.0,25/08/2016,WitWorks,,Bangalore,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",,,,Technology,Consumer IoT Startup,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-25,2016.0,,bangalore
69.0,25/08/2016,NearFox,,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,  Arpan Nagdeve",,,,Consumer Internet,Local Lifestyle Content and Discovery Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-25,2016.0,,mumbai
70.0,25/08/2016,ZoomCar,,Bangalore,Ford Smart Mobility Llc,,"24,000,000",,Consumer Internet,Self-driven car booking platform,Private Equity,,,,,,,,,,,,,,,,,,,,,24000000.0,2016-08-25,2016.0,,bangalore
71.0,26/08/2016,Plix,,Gurgaon,Instalabs,,"500,000",,Consumer Internet,Photo and Video Sharing App,Seed Funding,,,,,,,,,,,,,,,,,,,,,500000.0,2016-08-26,2016.0,,gurgaon
72.0,26/08/2016,Mobikwik,,Gurgaon,Net1 UEPS Technologies Inc,,"40,000,000",,Consumer Internet,Digital Wallet platform,Private Equity,,,,,,,,,,,,,,,,,,,,,40000000.0,2016-08-26,2016.0,,gurgaon
73.0,26/08/2016,MyDidi,,Mumbai,Undisclosed Ex Mckinsey Directors and Partners,,"550,000",,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Seed Funding,,,,,,,,,,,,,,,,,,,,,550000.0,2016-08-26,2016.0,,mumbai
74.0,26/08/2016,CrownIt,,Gurgaon,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",,,,Consumer Internet,Cashback Mobile app,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-26,2016.0,,gurgaon
75.0,29/08/2016,LoanTap,,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",,"3,000,000",,Consumer Internet,Lending platform for Salaried professionals,Private Equity,,,,,,,,,,,,,,,,,,,,,3000000.0,2016-08-29,2016.0,,mumbai
76.0,29/08/2016,Runnr,,Bangalore,"Nexus Venture Partners, Blume Ventures",,"7,000,000",,Consumer Internet,hyperlocal Logistics services provider,Private Equity,,,,,,,,,,,,,,,,,,,,,7000000.0,2016-08-29,2016.0,,bangalore
77.0,29/08/2016,Zolo,,Noida,Hitouch AG,,,,Consumer Internet,on-demand online talent marketplace,Private Equity,,,,,,,,,,,,,,,,,,,,,,2016-08-29,2016.0,,noida
78.0,29/08/2016,Notion Press,,Chennai,Undisclosed HNI investors,,"1,000,000",,Consumer Internet,Self-Publishing books platform,Private Equity,,,,,,,,,,,,,,,,,,,,,1000000.0,2016-08-29,2016.0,,chennai
79.0,29/08/2016,LivSpace,,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",,"15,000,000",,Consumer Internet,Online portal for Home Design,Private Equity,,,,,,,,,,,,,,,,,,,,,15000000.0,2016-08-29,2016.0,,bangalore
80.0,30/8/2016,iAugmentor Labs,,Gurgaon,Rajasthan Angel Investor Network & Others,,"149,000",,Technology,Assessment & Learning Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,149000.0,2016-08-30,2016.0,,gurgaon
81.0,30/8/2016,DayBox,,New Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",,"104,000",,Consumer Internet,Fruit & Vegetable Delivery platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,104000.0,2016-08-30,2016.0,,new delhi
82.0,30/8/2016,Paytm,,Bangalore,MediaTek Inc.,,"60,000,000",,eCommerce,Mobile Wallet & ECommerce platform,Private Equity,,,,,,,,,,,,,,,,,,,,,60000000.0,2016-08-30,2016.0,,bangalore
83.0,30/8/2016,CropIn,,Bangalore,Sophia Investment ApS,,"2,000,000",,Technology,Agriculture Technology Solutions,Private Equity,,,,,,,,,,,,,,,,,,,,,2000000.0,2016-08-30,2016.0,,bangalore
84.0,30/8/2016,Canvera,,Bangalore,Info Edge (India) Ltd,,"3,000,000",,Consumer Internet,Photographer Discovery & Information platform,Private Equity,,,,,,,,,,,,,,,,,,,,,3000000.0,2016-08-30,2016.0,,bangalore
85.0,30/8/2016,Prime Focus Technologies,,Mumbai,Ambit Pragma,,,,Technology,Hybrid Cloud technology enabled Media ERP platform,Private Equity,,,,,,,,,,,,,,,,,,,,,,2016-08-30,2016.0,,mumbai
86.0,31/8/2016,Flyrobe,,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",,"5,300,000",,eCommerce,Online fashion rental platform,Private Equity,,,,,,,,,,,,,,,,,,,,,5300000.0,2016-08-31,2016.0,,mumbai
87.0,31/8/2016,inclov,,Mumbai,"Sarbvir Singh, Raghav Bahl",,,,Consumer Internet,Matchmaking App for Disabled,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-08-31,2016.0,,mumbai
88.0,31/8/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-31,2016.0,,
89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,01/12/2016,SidQam,,Noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",,"1,200,000",,Technology,Healthcare Software System,Private Equity,,,,,,,,,,,,,,,,,,,,,1200000.0,2016-01-12,2016.0,,noida
2.0,01/12/2016,India Lends,,New Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",,"4,000,000",,Consumer Internet,Online Instant personal Loan provider,Private Equity,,,,,,,,,,,,,,,,,,,,,4000000.0,2016-01-12,2016.0,,new delhi
3.0,01/12/2016,Slide App,,New Delhi,Songhyun Investment,,"3,600,000",,Consumer Internet,Lock screen Rewards mobile app,Private Equity,,,,,,,,,,,,,,,,,,,,,3600000.0,2016-01-12,2016.0,,new delhi
4.0,02/12/2016,Badiyajobs,,New Delhi,Undisclosed,,"100,000",,Consumer Internet,Entry-Level job Seekers platform,Seed Funding,,,,,,,,,,,,,,,,,,,,,100000.0,2016-02-12,2016.0,,new delhi
5.0,02/12/2016,Streo,,Bangalore,"GEMs Advisory, Quarizon",,,,Consumer Internet,Live Music Streaming App,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-02-12,2016.0,,bangalore
6.0,02/12/2016,TYGR,,Mumbai,Franchise India,,"3,000,000",,Technology,Transport and logistics mobile App,Private Equity,,,,,,,,,,,,,,,,,,,,,3000000.0,2016-02-12,2016.0,,mumbai
7.0,05/12/2016,Mr Hot Foods,,Indore,IvyCamp Ventures,,,,Consumer Internet,Online Food Ordering & Delivery Portal,Seed Funding,,,,,,,,,,,,,,,,,,,,,,2016-05-12,2016.0,,indore
